5760,0.353022,18,45,2,0
5170,0.529915,18.0625,60,4,0
5170,0.630766,18.0625,63,5,0
5729,0.712876,18,78,7,0
5729,0.784477,18,81,8,0
5225,0.165474,18,24,0,0
5162,0.764399,18,78,7,0
5718,0.786635,18.9408,96,9,0
5225,0.294107,18,27,1,0
5162,0.883208,18,81,9,0
5232,0.166293,18,24,0,0
5718,0.802955,18.9408,99,10,0
5232,0.295574,18,27,1,0
5173,0.662876,18.0417,78,6,0
5242,0.165893,18,24,0,0
5173,0.687538,18.0417,81,7,0
5214,0.378286,18.875,42,2,0
5242,0.294942,18,27,1,0
5214,0.529521,18.875,45,3,0
5158,0.787597,18.9408,96,9,0
5796,0.378644,18,42,2,0
5197,0.463522,18,60,3,0
5740,0.786749,18.8436,96,9,0
5158,0.803826,18.9408,99,10,0
5796,0.529989,18,45,3,0
5197,0.504453,18,63,4,0
5740,0.802987,18.8436,99,10,0
5188,0.713003,18,78,7,0
5238,0.378752,18,42,2,0
5748,0.786823,18.9262,96,9,0
5188,0.784612,18,81,8,0
5238,0.530129,18,45,3,0
5748,0.803156,18.9262,99,10,0
5791,0.595711,18.82,60,4,0
5193,0.662547,18,78,6,0
5791,0.756382,18.82,63,6,0
5778,0.71304,18,78,7,0
5196,0.763874,18,78,7,0
5193,0.686999,18,81,7,0
5778,0.78465,18,81,8,0
5196,0.882623,18,81,9,0
5786,0.662117,18,78,6,0
5185,0.787116,18.8436,96,9,0
5208,0.662615,18.0417,78,6,0
5786,0.686569,18,81,7,0
5185,0.803342,18.8436,99,10,0
5208,0.687167,18.0417,81,7,0
5843,0.165776,18,24,0,0
5843,0.294583,18,27,1,0
5790,0.763952,18,78,7,0
5790,0.882699,18,81,9,0
5272,0.379057,18,42,2,0
5810,0.712532,18.078,78,7,0
5272,0.530527,18,45,3,0
5810,0.784112,18.078,81,8,0
5849,0.378824,18,42,2,0
5852,0.378528,18.875,42,2,0
5849,0.530223,18,45,3,0
5805,0.786749,18.9262,96,9,0
5852,0.529836,18.875,45,3,0
5805,0.802987,18.9262,99,10,0
5859,0.378573,18,42,2,0
5276,0.464153,18,60,3,0
5859,0.529895,18,45,3,0
5276,0.505274,18,63,4,0
5285,0.530179,18,60,4,0
5832,0.712432,18,78,7,0
5285,0.631064,18,63,5,0
5832,0.784006,18,81,8,0
5837,0.662142,18,78,6,0
5837,0.686603,18,81,7,0
5331,0.165899,18,24,0,0
5886,0.166023,18,24,0,0
5331,0.294779,18,27,1,0
5886,0.295214,18,27,1,0
5866,0.594815,18,60,4,0
5866,0.755299,18,63,6,0
5271,0.786408,18.9408,96,9,0
5271,0.802673,18.9408,99,10,0
5871,0.713794,18.7697,78,7,0
5307,0.712858,18,78,7,0
5871,0.78545,18.7697,81,8,0
5307,0.784458,18,81,8,0
5324,0.764039,18.0417,78,7,0
5347,0.464268,18,60,3,0
5324,0.882807,18.0417,81,9,0
5347,0.505226,18,63,4,0
5884,0.713567,18.1097,78,7,0
5332,0.713539,18.1097,78,7,0
5397,0.166182,18,24,0,0
5353,0.463722,18,60,3,0
5884,0.785209,18.1097,81,8,0
5929,0.284522,18,42,1,0
5332,0.78518,18.1097,81,8,0
5397,0.295225,18,27,1,0
5353,0.50466,18,63,4,0
5929,0.354155,18,45,2,0
5385,0.284367,18,42,1,0
5901,0.662876,18.0417,78,6,0
5385,0.353857,18,45,2,0
5903,0.763602,18.078,78,7,0
5391,0.378286,18,42,2,0
5901,0.687336,18.0417,81,7,0
5903,0.882321,18.078,81,9,0
5391,0.529521,18,45,3,0
5944,0.378797,18,42,2,0
5944,0.530188,18,45,3,0
5913,0.764088,18,78,7,0
5894,0.786456,18.9262,96,9,0
5916,0.662513,18.7697,78,6,0
5913,0.882851,18,81,9,0
5898,0.785822,18.9262,96,9,0
5894,0.802778,18.9262,99,10,0
5916,0.687133,18.7697,81,7,0
5898,0.802238,18.9262,99,10,0
5935,0.530302,18,60,4,0
5935,0.631204,18,63,5,0
5938,0.712922,18,78,7,0
5941,0.713567,18,78,7,0
5955,0.529398,18,60,4,0
5938,0.784525,18,81,8,0
5941,0.785199,18,81,8,0
5955,0.630179,18,63,5,0
5949,0.662589,18,78,6,0
5401,0.663079,18,78,6,0
5403,0.662412,18,78,6,0
5428,0.463899,18,60,3,0
5949,0.687049,18,81,7,0
5401,0.68753,18,81,7,0
5444,0.283782,18,42,1,0
5403,0.687015,18,81,7,0
5428,0.505027,18,63,4,0
5444,0.353092,18,45,2,0
5954,0.763504,18,78,7,0
5411,0.763747,18,78,7,0
5981,0.529354,18,60,4,0
5954,0.882212,18,81,9,0
5411,0.882483,18,81,9,0
5981,0.63013,18,63,5,0
5462,0.28436,18,42,1,0
5462,0.353779,18,45,2,0
5430,0.71333,18,78,7,0
5430,0.784958,18,81,8,0
5999,0.595908,18.0625,60,4,0
6003,0.463799,18,60,3,0
5999,0.75662,18.0625,63,6,0
5437,0.458564,18,78,4,0.222222
6003,0.504851,18,63,4,0
5437,0.490599,18,81,5,0.2
5502,0.165611,18,24,0,0
5502,0.294323,18,27,1,0
5465,0.595967,18,60,4,0
5489,0.378349,18,42,2,0
5465,0.756692,18,63,6,0
5489,0.529603,18,45,3,0
5451,0.661906,18,78,6,0
5475,0.529793,18,60,4,0
5451,0.686409,18,81,7,0
6005,0.357166,18,78,3,0.571429
5475,0.630616,18,63,5,0
6005,0.393091,18,81,4,0.5
6010,0.662058,18.0417,78,6,0
6010,0.686678,18.0417,81,7,0
5469,0.66253,18.078,78,6,0
5471,0.662108,18.7697,78,6,0
6023,0.661628,18,78,6,0
5469,0.687049,18.078,81,7,0
5471,0.686569,18.7697,81,7,0
6023,0.68609,18,81,7,0
5481,0.763845,18.1097,78,7,0
5508,0.463676,18.117,60,3,0
5481,0.882591,18.1097,81,9,0
5508,0.504612,18.117,63,4,0
5523,0.596007,18,60,4,0
5524,0.463599,18,60,3,0
5523,0.75674,18,63,6,0
5524,0.504525,18,63,4,0
6055,0.76366,18.078,78,7,0
6057,0.763097,18.1097,78,7,0
5516,0.662041,18,78,6,0
6055,0.882385,18.078,81,9,0
6057,0.881759,18.1097,81,9,0
5516,0.686493,18,81,7,0
5515,0.787312,18.9262,96,9,0
5515,0.803681,18.9262,99,10,0
6071,0.787026,18.8436,96,9,0
5335,0.0921772,30.5,260,3,0
6075,0.786847,18.8436,96,9,0
6071,0.803439,18.8436,99,10,0
5335,0.12149,30.5,263,4,0
5484,0.481837,19.125,132,8,0.375
6075,0.803245,18.8436,99,10,0
5484,0.529985,19.125,135,9,0.333333
6025,0.18673,24.9737,278,6,0
6025,0.198945,24.9737,281,7,0
