5542,1.1471,19.1818,115,16,0
5002,1.21911,19.1406,114,17,0
5542,1.2193,19.1818,118,18,0
5562,0.870358,18.8436,96,10,0
5002,1.35745,19.1406,117,20,0
5562,0.964436,18.8436,99,12,0
5554,1.15119,19.0956,114,16,0
5568,0.991797,18.9156,96,12,0
5014,1.28656,19.2255,115,18,0
5554,1.22353,19.0956,117,18,0
5040,0.950168,18.8686,96,11,0
5568,1.20219,18.9156,99,15,0
5558,1.07814,19.1406,115,15,0
5014,1.49078,19.2255,118,22,0
5040,1.12165,18.8686,99,14,0
5558,1.08437,19.1406,118,16,0
5563,1.31997,19.1775,115,19,0
5010,1.47381,19.115,132,24,0
5563,1.55692,19.1775,118,23,0
5010,1.47061,19.115,135,25,0
5016,1.61702,19.1061,133,27,0
5000,2.24065,19.5129,151,42,0
5016,1.75699,19.1061,136,30,0
5000,2.53284,19.5129,154,49,0
5561,1.55679,19.1617,133,26,0
5561,1.63952,19.1617,136,28,0
5050,1.275,19.1715,116,18,0
5584,1.26712,19.2082,116,18,0
5012,2.28014,19.5826,152,43,0
5589,1.30215,19.1818,116,19,0
5551,2.06338,19.5895,153,39,0
5050,1.47781,19.1715,119,22,0
5584,1.46877,19.2082,119,22,0
5591,1.34644,19.2082,115,19,0
5012,2.62127,19.5826,155,51,0
5081,0.858141,18.8436,97,10,0
5589,1.53643,19.1818,119,23,0
5555,2.18611,19.5749,151,41,0
5551,2.20276,19.5895,156,43,0
5056,1.315,19.218,115,19,0
5569,1.46655,19.1232,133,24,0
5591,1.61492,19.2082,118,24,0
5081,0.951305,18.8436,100,12,0
5596,1.27813,19.2255,115,18,0
5555,2.42744,19.5749,154,47,0
5056,1.5512,19.218,118,23,0
5569,1.4634,19.1232,136,25,0
5596,1.48138,19.2255,118,22,0
5541,3.02771,19.8281,171,65,0
5022,2.00353,19.6299,153,38,0
5626,0.80598,18.9156,99,10,0
5541,3.47876,19.8281,174,76,0
5022,2.09241,19.6299,156,41,0
5626,0.860333,18.9156,102,11,0
5006,3.03492,19.8787,172,65,0
5577,1.4341,19.2452,136,24,0
5065,1.31495,19.2576,118,19,0
5027,1.95794,19.5349,155,38,0
5006,3.50628,19.8787,175,77,0
5577,1.43187,19.2452,139,25,0
5580,1.73845,19.2776,138,30,0
5065,1.57839,19.2576,121,24,0
5582,1.42336,19.6638,137,24,0
5027,2.02157,19.5349,158,40,0
5580,2.04173,19.2776,141,36,0
5582,1.42133,19.6638,140,25,0
5078,1.20722,19.2733,119,18,0
5567,2.15741,19.6702,155,42,0
5054,1.5436,19.2535,137,26,0
5055,1.64169,19.2069,136,28,0
5078,1.37356,19.2733,122,21,0
5057,1.52372,19.2603,136,26,0
