0.024987,0.333333,20,0
0.598952,1,20,0
0.119909,1,120,0
1.1979,1,20,0
0.23965,1,120,0
1.79686,1,20,0
0.359601,1,120,0
1.79686,1,20,0
0.359727,1,134.062,0
3.59371,1,20,0
0.719202,1,130.108,0
5.39057,1,20,0
1.0788,1,126.398,0
7.18742,1,20,0
1.43892,1,134.663,0
10.7806,1,20,0
2.15838,1,135.067,0
16.1717,1,20,0
3.23754,1,130.889,0
25.156,1,20,0
5.03441,1,121.738,0
37.734,1,20,0
7.55162,1,120.684,0
55.7025,1,20,0
11.1515,1,123.422,0
83.454,0.999989,20,0
16.7015,0.999989,121.376,0.165072
105.815,0.944151,20,0
21.1765,0.944151,121.923,0.6
100.824,0.724258,20,0
20.1778,0.724258,120.975,0
113.995,0.504193,20,0
131.997,0.608181,20,0
4.5492,0.469365,123.682,0
114,0.436234,20,0
179.253,0.518487,20,0
16.3898,0.631918,125.177,0
114,0.414758,20,0
227.607,0.470668,20,0
136.4,0.488944,20,0
7.58811,0.333333,126.685,0
113.852,0.39959,132.102,0
227.801,0.460942,20,0
164.099,0.473019,20,0
16.7933,0.372414,124.386,0
113.652,0.399715,125.055,0
227.6,0.461345,20,0
164.698,0.474834,20,0
16.9833,0.377765,120.44,2.83922
57.699,0.472888,20,0.823529
107.726,0.668308,20,0
100.624,0.593531,20,0
16.8129,0.372414,20,0.936508
113.258,0.391739,20,0
202.2,0.481058,20,0
22.4077,0.712458,131.73,0
118.393,0.448663,20,0
154.13,0.533126,20,0
11.193,0.835264,120.729,0
118.393,0.448663,20,0
154.728,0.535054,20,0
11.3429,0.838893,120.186,0
118.047,0.4491,20,0
155,0.536897,20,0
11.4878,0.842974,120.573,0
117.847,0.44932,20,0
155.4,0.537639,20,0
11.6376,0.841025,120.523,0
117.853,0.450769,20,0
156.2,0.54073,20,0
11.8323,0.843873,120.157,0
117.847,0.450769,20,0
156.127,0.538884,20,0
11.8374,0.843873,120.233,0
118.047,0.451994,20,0
156.526,0.541014,20,0
11.9925,0.846785,120.503,0
118.193,0.452919,20,0
156.921,0.541512,20,0
12.1424,0.844873,120.23,0
117.847,0.451622,20,0
157.6,0.543969,20,0
12.4368,0.845795,120.524,0
118.047,0.45428,20,0
158.2,0.544457,20,0
12.5811,0.844221,120.226,0
118.246,0.454052,20,0
159.4,0.54809,20,0
12.8863,0.85005,120.508,0
118.252,0.456937,20,0
160.112,0.547761,20,0
13.0861,0.842775,120.224,0
118.193,0.458047,20,0
161.109,0.550074,20,0
13.3918,0.839046,120.276,0
118.047,0.456503,20,0
161.917,0.550419,20,0
13.6415,0.840796,120.557,0
118.246,0.460579,20,0
164,0.554393,20,0
14.1288,0.829878,120.271,0
118.047,0.459378,20,0
165.51,0.557063,20,0
14.4846,0.839372,120.279,0
117.847,0.459614,20,0
166.8,0.55815,20,0
14.9276,0.841984,120.263,0
117.847,0.461057,20,0
168.106,0.55808,20,0
15.3337,0.840976,120.276,0
117.994,0.463703,20,0
169.284,0.55979,20,0
15.6971,0.836268,120.619,0
117.847,0.462502,20,0
171.7,0.561538,20,0
16.2827,0.840299,120.354,0
117.847,0.465395,20,0
174,0.564892,20,0
16.8747,0.831797,120.321,0
117.994,0.468043,20,0
176.063,0.567156,20,0
17.3891,0.82542,120.355,0
118.052,0.469492,20,0
178.6,0.570386,20,0
18.0308,0.824686,120.62,0
118.246,0.472135,20,0
180.684,0.568965,20,0
18.6302,0.822203,120.335,0
118.446,0.473324,20,0
183.2,0.570407,20,0
19.4209,0.825875,120.372,0
118.646,0.477407,20,0
186.074,0.57273,20,0
20.1286,0.817337,120.337,0
118.446,0.474773,20,0
188.6,0.574204,20,0
20.8279,0.821064,120.643,0
118.646,0.478857,20,0
191.665,0.576081,20,0
21.677,0.817156,120.417,0.0115207
118.846,0.481484,20,0
194.26,0.578016,20,0
21.0315,0.91192,20,1.43662
129.773,0.823789,20,0
26.5306,0.838929,120.213,0
129.773,0.824416,20,0
27.3297,0.858048,120.309,0
129.973,0.823642,20,0
27.929,0.869074,120.208,0
130.172,0.826806,20,0
28.3385,0.878305,120.824,0
130.372,0.825745,20,0
28.6183,0.878741,120.818,0.107542
116.197,0.723009,20,0
26.2509,0.782275,120.165,0.123288
115.797,0.716901,20,0
26.5708,0.783749,120.189,0
115.792,0.718288,20,0
26.9798,0.790304,120.771,0
115.997,0.718067,20,0
27.4192,0.794601,120.756,0
116.197,0.715813,20,0
28.1687,0.799671,120.164,0
116.596,0.718736,20,0
28.6183,0.801955,120.746,0
116.796,0.71589,20,0
29.2475,0.804562,120.175,0
117.395,0.717967,20,0
29.8573,0.806895,120.765,0
117.794,0.716848,20,0
30.4172,0.805029,120.762,0
117.994,0.713484,20,0
31.1763,0.805715,120.744,0
118.592,0.713552,20,0
31.8558,0.805826,120.735,0
119.191,0.711613,20,0
32.6952,0.804872,120.735,0
119.99,0.708859,20,0
33.6027,0.80144,120.178,0
120.389,0.707255,20,0
34.5741,0.800445,120.735,0
120.982,0.703736,20,0
35.441,0.794704,120.216,0
121.581,0.700957,20,0
36.5326,0.790533,120.706,0
122.186,0.697031,20,0
37.5714,0.788041,120.697,0
122.985,0.694692,20,0
38.7705,0.781049,120.728,0
123.584,0.690406,20,0
39.9297,0.777221,120.715,0
124.981,0.689789,20,0
41.289,0.770624,120.707,0
125.58,0.681887,20,0
42.7525,0.763532,120.217,0
126.379,0.677253,20,0
44.2464,0.757419,120.708,0
127.177,0.672853,20,0
45.7652,0.748237,120.717,0
127.776,0.660814,20,0
47.747,0.741265,120.226,0
128.775,0.65786,20,0
49.4824,0.732327,120.681,0
129.573,0.649367,20,0
