0.142117	7	87
0.142117	8	87
0.142117	9	87
0.142117	10	87
0.142117	11	87
0.142117	12	87
0.142117	13	87
0.142117	14	87
0.356027	51	89
0.356027	52	89
0.356027	53	89
0.356027	54	89
0.356027	55	89
0.356027	56	89
0.356027	57	89
0.356027	58	89
0.359938	60	90
0.37101	63	92
0.385356	65	93
0.385356	66	93
0.385356	67	93
0.397678	69	93
0.421686	75	94
0.519527	90	92
0.548034	93	93
0.569777	95	94
0.569777	96	94
0.569777	97	94
0.569777	98	94
0.569777	99	94
0.569777	100	94
0.586214	102	95
0.586214	103	95
0.598129	105	96
0.598129	106	96
0.598129	107	96
0.598129	108	96
0.598129	109	96
0.605319	112	97
0.614573	114	97
0.614573	115	97
0.803557	136	88
0.803557	137	88
0.803557	138	88
0.803557	139	88
0.817931	141	89
0.817931	142	89
0.840706	147	93
0.87008	153	95
0.894118	159	96
0.894118	160	96
1.17135	205	96
1.20646	211	99
1.20646	212	99
1.23193	217	101
1.25021	220	101
1.25021	221	101
1.26067	223	101
1.34563	237	103
1.38462	242	103
1.40023	245	103
1.44191	255	103
1.45895	257	103
1.45895	258	103
1.45895	259	103
1.47272	261	104
1.51503	267	103
1.65529	290	101
1.65529	291	101
1.68469	296	101
1.68469	297	101
1.69906	299	102
1.71467	302	102
1.72969	305	102
1.75001	308	102
1.75001	309	102
1.76831	311	103
1.76831	312	103
1.97018	343	101
1.98518	346	101
1.98518	347	101
1.99362	349	101
2.02643	355	102
2.02643	356	102
2.06846	362	104
2.20152	383	106
2.22041	387	107
2.23603	390	108
2.27427	398	108
2.30817	405	107
2.32317	407	108
2.3355	409	109
2.37184	417	108
2.42585	426	109
2.46222	432	110
2.53905	448	110
2.54686	450	109
2.5561	452	109
2.57827	456	110
2.59062	459	110
2.59062	460	110
2.60376	462	110
2.6941	475	111
2.70848	478	111
2.72347	480	111
2.73395	482	111
2.76004	487	112
2.79597	493	111
2.79597	494	111
2.80255	496	111
2.81632	498	111
2.84957	504	111
2.86004	506	111
2.89578	513	110
2.96664	525	111
2.98821	527	110
2.98821	528	110
2.98821	529	110
3.00258	531	111
3.01653	534	111
3.02924	536	111
3.0758	544	112
3.09592	548	112
3.09592	549	112
3.11358	551	113
3.11358	552	113
3.14663	557	115
3.16163	559	115
3.16163	560	115
3.29202	577	115
3.30763	580	115
3.32982	583	115
3.32982	584	115
3.34093	586	115
3.36046	590	115
3.50196	613	115
3.51758	616	116
3.62849	635	114
3.83163	668	114
3.84788	671	114
3.86616	674	114
3.94218	688	115
3.9857	695	114
4.00008	697	115
4.03658	703	116
4.05196	706	116
4.08066	710	118
4.09567	713	119
4.11395	716	119
4.12894	718	119
4.16284	724	121
4.2162	733	122
4.23961	738	122
4.29156	748	122
4.39158	763	121
4.41706	767	122
4.43267	770	122
4.54423	789	120
4.54423	790	120
4.57545	795	120
4.59106	798	120
4.61778	803	120
4.65291	809	120
4.67695	813	121
4.77324	829	122
4.77324	830	122
4.80322	834	123
4.80322	835	123
4.80322	836	123
4.81103	838	123
4.8215	840	123
4.90326	852	122
5.13091	890	124
5.18555	899	125
5.18555	900	125
5.21288	905	126
5.22461	908	126
5.29793	921	125
5.3655	931	127
5.37722	934	127
5.39097	937	126
5.41501	940	127
5.43126	943	127
5.59923	970	122
5.65387	979	124
5.65387	980	124
5.71304	991	126
5.72866	994	126
5.89623	1023	127
5.90999	1026	127
5.93609	1032	128
5.94845	1035	127
5.98029	1039	127
6.15799	1068	130
6.1736	1071	130
6.21796	1079	132
6.23357	1082	133
6.24919	1085	133
6.26357	1088	133
6.28062	1091	133
6.31573	1097	134
6.35992	1105	133
6.4365	1116	134
6.45337	1119	134
6.45337	1120	134
6.45337	1121	134
6.46384	1123	134
6.47557	1126	134
6.66944	1157	129
6.68834	1161	130
6.70333	1163	131
6.72346	1167	131
6.73908	1170	132
6.75469	1173	132
6.78264	1178	133
6.79703	1181	133
6.91571	1199	132
7.00282	1217	131
7.01514	1220	131
7.36623	1280	134
7.41428	1288	136
7.44799	1295	137
7.51618	1307	138
7.53057	1310	138
7.88505	1371	137
7.91751	1377	138
7.93313	1380	138
7.9701	1387	138
7.99805	1392	138
8.45531	1470	141
8.504	1478	144
8.51961	1481	144
8.54755	1487	143
8.74513	1519	133
9.07838	1576	146
9.11184	1582	147
11.3798	1929	160
11.411	1935	162
11.4266	1938	162
11.454	1944	163
11.4657	1947	163
11.4951	1954	162
11.5029	1957	162
11.5335	1962	162
11.5335	1963	162
11.544	1965	163
11.8165	2008	158
11.8372	2012	160
11.8483	2014	160
11.8639	2017	160
11.8835	2021	161
11.9102	2026	162
11.9258	2029	162
12.2115	2078	166
12.2422	2084	167
12.2611	2088	167
12.2806	2091	167
12.2962	2094	168
12.3118	2097	168
12.3677	2108	168
12.3833	2111	167
12.5053	2132	169
12.7127	2163	167
12.7407	2168	168
12.7563	2171	168
12.8239	2183	167
12.8239	2184	167
12.8506	2189	168
12.8701	2192	168
12.8701	2193	168
12.895	2196	168
12.895	2197	168
12.9204	2200	168
12.9204	2201	168
13.2278	2249	171
13.2505	2252	172
13.2505	2253	172
13.2818	2258	173
13.2818	2259	173
13.3261	2267	175
13.3391	2270	175
13.3547	2273	175
13.3703	2276	174
13.482	2294	175
13.4925	2296	175
13.4925	2297	175
13.5601	2306	176
13.6036	2315	175
13.7398	2334	174
13.8022	2345	175
13.8238	2349	176
13.8361	2351	176
13.846	2353	176
13.863	2356	176
13.8801	2359	177
13.8963	2362	177
13.9107	2365	176
13.951	2372	175
14.1344	2402	175
14.1852	2411	178
14.2339	2420	179
14.2897	2429	179
14.2897	2430	179
14.3002	2432	180
14.3852	2446	180
14.445	2456	180
14.5041	2465	181
14.5041	2466	181
14.5146	2468	181
14.5276	2471	182
14.5446	2473	182
14.5446	2474	182
14.5446	2475	182
14.5549	2478	182
14.5726	2480	182
14.5726	2481	182
14.589	2484	182
14.6313	2491	182
14.8071	2514	179
14.8358	2518	181
14.8568	2521	181
14.8568	2522	181
14.8886	2528	181
14.9193	2533	182
15.1578	2572	181
15.3012	2597	185
15.3903	2612	187
15.4799	2627	185
15.4799	2628	185
15.5189	2635	187
15.5294	2637	187
15.5456	2640	187
15.5456	2641	187
15.5561	2644	187
15.5705	2646	187
15.6342	2659	187
15.8184	2683	184
15.8373	2686	185
15.8601	2689	185
15.8601	2690	185
15.8732	2692	186
15.8909	2695	187
15.9065	2698	187
15.9197	2701	186
16.1627	2739	188
16.1744	2742	188
16.2522	2754	189
16.2522	2755	189
16.2828	2760	190
16.3231	2767	191
16.3525	2772	192
16.3909	2778	193
16.4065	2781	192
16.4215	2784	192
16.4359	2786	192
16.4599	2789	193
16.4983	2795	193
16.5386	2802	194
16.5632	2806	193
16.5632	2807	193
16.5776	2809	194
16.5893	2812	193
16.6154	2817	194
16.6394	2820	194
16.6544	2822	193
16.8173	2843	191
16.8388	2846	192
16.8696	2849	193
16.8696	2850	193
16.8696	2851	193
16.9008	2856	194
16.9008	2857	194
16.912	2859	194
16.9341	2862	193
16.9341	2863	193
17.1669	2899	196
17.2072	2905	196
17.2072	2906	196
17.2378	2911	197
17.2768	2918	198
17.3463	2930	198
17.3606	2933	198
17.4179	2941	200
17.4335	2944	200
17.4603	2948	200
17.5167	2959	199
17.5311	2961	199
17.5467	2964	199
17.5773	2969	199
17.5929	2972	200
17.6073	2975	200
17.6282	2977	201
17.6282	2978	201
17.6282	2979	201
17.6426	2982	201
17.6582	2984	201
17.7258	2993	200
17.8369	3008	200
17.8572	3010	200
17.8572	3011	200
